player_id,team_id,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides
263,18,1,0,0,0,0,0
535,18,1,0,1,1,0,0
748,20,1,1,0,0,0,0
921,4,1,1,0,0,0,0
993,13,1,1,0,0,0,0
323,18,1,3,0,0,0,1
974,20,1,0,0,0,0,0
811,20,1,1,0,0,0,0
736,13,1,1,0,0,0,0
1205,30,1,2,0,0,0,0
875,32,1,0,0,0,0,0
565,35,1,4,0,0,0,0
817,30,1,1,1,0,0,0
578,18,1,1,0,0,0,0
959,32,1,4,0,0,0,0
310,5,1,2,0,0,0,0
140,5,1,0,0,0,0,0
483,27,1,1,0,0,0,0
1097,27,1,2,0,0,0,4
1033,1,1,7,0,0,0,1
27,36,1,0,0,0,0,0
6,26,1,1,0,0,0,0
78,26,1,1,0,0,0,0
158,36,1,0,0,0,0,0
1111,11,1,0,0,0,0,0
77,24,1,1,0,0,0,0
482,27,1,2,0,0,0,0
1019,23,1,0,0,1,0,0
3,11,1,1,0,0,0,1
969,27,1,2,1,0,0,0
861,24,1,1,0,0,0,0
674,25,1,0,0,0,0,0
837,24,1,1,0,0,0,2
11,36,1,0,0,0,0,0
231,11,1,2,1,0,0,0
99,26,1,0,0,0,0,0
84,23,1,0,0,0,0,0
1230,36,1,2,0,0,0,0
1067,26,1,0,0,0,0,0
678,25,1,0,0,0,0,0
83,26,1,4,0,0,0,1
161,25,1,0,0,0,0,0
745,36,1,1,1,0,0,0
478,1,1,2,0,0,0,0
1238,23,1,2,0,0,0,0
700,27,1,4,0,0,0,1
463,36,1,1,0,0,0,0
1060,8,1,2,0,0,0,2
100,1,1,1,0,0,0,0
76,23,1,5,0,0,0,0
660,23,1,0,0,0,0,0
988,36,1,7,0,0,0,0
393,11,1,1,0,0,0,1
1128,37,1,2,0,0,0,0
902,37,1,1,0,0,0,0
481,23,1,0,0,0,0,1
846,1,1,0,0,0,0,0
79,23,1,0,0,0,0,0
1211,27,1,0,0,0,0,1
886,37,1,1,0,0,0,2
1107,25,1,0,0,0,0,0
1009,1,1,5,0,0,0,0
486,1,1,5,0,0,0,0
26,36,1,1,0,0,0,0
937,26,1,0,0,0,0,0
12,37,1,0,1,0,0,0
701,27,1,7,1,0,0,0
237,27,1,0,1,0,0,0
467,8,1,2,0,0,0,1
858,26,1,0,1,0,0,0
477,24,1,0,1,0,0,0
1133,25,1,1,0,0,0,0
1100,24,1,1,0,0,0,1
52,34,1,0,1,0,0,0
262,34,1,1,0,0,0,0
1082,10,1,0,0,0,0,0
287,10,1,2,0,0,0,0
592,33,1,2,0,0,0,0
409,7,1,3,0,0,0,0
942,28,1,0,0,0,0,0
427,2,1,1,0,0,0,1
407,34,1,2,0,0,0,0
1208,16,1,0,0,0,0,0
1084,28,1,3,0,0,0,0
615,47,1,0,1,0,0,1
601,2,1,0,1,0,0,0
772,46,1,1,0,0,0,0
222,33,1,1,0,0,0,0
755,47,1,0,0,0,0,0
48,34,1,1,0,0,0,0
790,7,1,3,0,0,0,1
509,28,1,0,0,0,0,0
244,46,1,6,0,0,0,2
428,46,1,2,0,0,0,0
1012,7,1,2,0,0,0,2
648,16,1,0,1,0,0,0
788,28,1,1,0,0,0,0
597,34,1,2,0,0,0,0
351,7,1,1,0,0,0,1
589,16,1,0,1,0,0,0
131,34,1,2,0,0,0,0
1014,28,1,0,0,0,0,0
369,2,1,1,0,0,0,0
389,33,1,0,0,0,0,0
574,10,1,7,1,0,0,1
272,47,1,1,0,0,0,2
314,22,1,1,0,0,0,0
731,28,1,3,0,0,0,0
58,7,1,0,0,0,0,0
54,46,1,1,0,0,0,0
906,7,1,1,1,0,0,0
325,7,1,0,0,0,0,0
571,16,1,1,0,0,0,0
136,28,1,0,0,0,0,0
728,28,1,0,0,0,0,0
163,33,1,0,0,0,0,0
443,47,1,1,1,0,0,0
381,47,1,0,0,0,0,0
557,10,1,2,0,0,0,2
103,33,1,7,0,0,0,1
47,33,1,0,0,0,0,0
59,46,1,0,0,0,0,0
613,6,1,0,1,0,0,0
1125,6,1,3,1,0,0,0
363,6,1,1,1,0,0,0
137,14,1,0,0,0,0,1
1073,6,1,1,0,0,0,0
138,6,0,1,0,0,0,0
1050,14,0,0,0,0,0,0
430,14,0,0,0,0,0,0
545,14,0,0,0,0,0,0
649,14,0,0,0,0,0,0
605,14,0,1,0,0,0,1
657,14,0,0,0,0,0,0
1176,14,0,0,0,0,0,0
192,14,0,0,0,0,0,0
460,6,0,0,0,0,0,0
841,6,0,0,0,0,0,0
345,14,0,0,0,0,0,0
1106,14,0,0,0,0,0,0
1168,14,0,0,0,0,0,0
1175,14,0,2,0,0,0,0
135,14,0,0,0,0,0,0
783,6,0,0,0,0,0,0
549,14,0,0,0,0,0,0
1117,14,0,0,0,0,0,0
891,20,0,0,0,0,0,0
459,5,0,6,0,0,0,0
273,4,0,0,0,0,0,0
315,30,0,2,0,0,0,0
908,19,0,0,0,0,0,0
588,18,0,4,0,0,0,0
142,20,0,0,0,0,0,0
1077,35,0,0,0,0,0,0
827,4,0,0,0,0,0,0
109,13,0,0,0,0,0,1
1001,30,0,2,0,0,0,0
568,5,0,0,0,0,0,0
763,13,0,2,0,0,0,2
70,5,0,2,0,0,0,2
173,30,0,0,0,0,0,0
468,32,0,0,0,0,0,0
771,30,0,0,0,0,0,0
433,35,0,0,0,0,0,0
1237,5,0,0,0,0,0,0
1056,35,0,0,0,0,0,0
312,13,0,0,0,0,0,0
780,13,0,0,0,0,0,0
400,35,0,0,0,0,0,0
594,32,0,2,0,0,0,1
306,35,0,1,0,0,0,0
1165,13,0,0,0,0,0,0
1115,32,0,0,0,0,0,0
768,19,0,0,0,0,0,0
1053,35,0,0,0,0,0,0
672,18,0,0,0,0,0,0
516,13,0,0,0,0,0,0
1167,18,0,0,0,0,0,0
587,18,0,1,1,0,0,0
548,32,0,0,0,0,0,0
51,4,0,0,0,0,0,0
778,30,0,0,0,0,0,0
603,35,0,0,0,0,0,0
395,4,0,0,0,0,0,0
740,30,0,0,0,0,0,0
250,38,0,0,0,0,0,0
515,18,0,0,0,0,0,0
995,4,0,0,0,0,0,0
834,5,0,0,0,0,0,0
63,4,0,0,0,0,0,0
743,19,0,0,0,0,0,0
490,19,0,0,0,0,0,0
432,35,0,0,0,0,0,0
1096,5,0,0,0,0,0,0
431,35,0,0,0,0,0,0
404,32,0,0,0,0,0,0
681,13,0,0,0,0,0,0
933,30,0,1,0,0,0,0
964,19,0,3,0,0,0,2
1153,30,0,3,0,0,0,1
319,13,0,0,0,0,0,0
202,19,0,0,0,0,0,0
926,13,0,0,0,0,0,0
978,4,0,0,0,0,0,0
909,20,0,0,0,0,0,0
948,20,0,0,0,0,0,0
675,5,0,0,0,0,0,0
333,32,0,0,0,0,0,0
762,4,0,0,0,0,0,0
288,4,0,0,0,0,0,0
735,13,0,0,0,0,0,0
450,30,0,0,0,0,0,0
724,19,0,0,0,0,0,0
833,19,0,2,0,0,0,0
62,20,0,0,0,0,0,0
528,20,0,0,0,0,0,0
631,30,0,2,0,0,0,0
307,35,0,1,0,0,0,0
1036,19,0,0,0,0,0,0
1150,5,0,0,0,0,0,0
706,20,0,0,0,0,0,0
799,30,0,0,0,0,0,0
754,20,0,2,0,0,0,0
796,5,0,0,0,0,0,0
285,18,0,0,0,0,0,0
606,20,0,7,0,0,0,0
527,18,0,0,0,0,0,0
1037,30,0,0,0,0,0,0
1145,32,0,3,0,0,0,0
955,32,0,0,0,0,0,0
607,13,0,3,0,0,0,0
791,35,0,0,0,0,0,0
949,18,0,0,0,0,0,0
64,4,0,1,0,0,0,0
313,13,0,1,0,0,0,0
596,30,0,0,0,0,0,0
116,20,0,0,0,0,0,0
1081,32,0,0,0,0,0,0
542,12,0,0,0,0,0,0
611,22,0,0,0,0,0,0
214,22,0,0,0,0,0,0
230,29,0,1,0,0,0,0
10,21,0,0,0,0,0,0
1002,44,0,0,0,0,0,0
1216,29,0,4,0,0,0,0
422,12,0,1,0,0,0,0
95,12,0,2,0,0,0,1
346,12,0,0,0,0,0,0
692,21,0,1,0,0,0,0
751,39,0,0,0,0,0,0
1136,17,0,0,0,0,0,0
350,12,0,0,0,0,0,0
484,17,0,0,0,0,0,0
318,22,0,1,1,0,0,0
189,40,0,0,0,0,0,0
179,21,0,1,0,0,0,0
876,39,0,2,0,0,0,0
645,8,0,0,0,0,0,0
155,44,0,1,0,0,0,0
425,8,0,1,0,0,0,0
366,12,0,0,0,0,0,0
883,44,0,0,0,0,0,0
851,12,0,0,0,0,0,0
572,9,0,0,0,0,0,0
1198,22,0,0,0,0,0,0
843,17,0,0,0,0,0,0
245,21,0,0,0,0,0,0
338,44,0,1,0,0,0,1
604,21,0,0,0,0,0,0
487,39,0,2,0,0,0,0
744,17,0,0,0,0,0,0
91,9,0,0,0,0,0,0
1062,44,0,0,0,0,0,0
67,22,0,0,0,0,0,0
662,44,0,0,0,0,0,0
950,40,0,0,0,0,0,0
877,17,0,5,1,0,0,0
566,8,0,4,0,0,0,0
46,12,0,0,0,0,0,0
503,44,0,2,0,0,0,0
885,29,0,0,0,0,0,0
170,39,0,0,0,0,0,0
1018,44,0,0,0,0,0,0
580,22,0,0,1,0,0,0
143,39,0,0,0,0,0,0
1142,40,0,0,0,0,0,0
945,12,0,1,0,0,0,0
1139,8,0,1,0,0,0,0
344,44,0,1,0,0,0,0
146,21,0,0,0,0,0,0
539,40,0,0,0,0,0,0
889,17,0,0,0,0,0,0
1110,12,0,0,0,0,0,0
773,22,0,0,0,0,0,0
741,40,0,1,0,0,0,0
1204,22,0,0,0,0,0,0
967,9,0,0,0,0,0,0
34,29,0,0,0,0,0,0
171,39,0,2,0,0,0,0
168,21,0,0,0,0,0,0
1076,29,0,1,0,0,0,0
236,39,0,0,0,0,0,0
972,12,0,0,0,0,0,0
963,12,0,0,0,0,0,0
331,39,0,0,0,0,0,0
120,44,0,0,0,0,0,2
1112,40,0,0,0,0,0,0
72,9,0,0,0,0,0,0
299,22,0,0,0,0,0,0
665,40,0,0,0,0,0,0
880,44,0,0,0,0,0,0
1220,39,0,0,0,0,0,0
283,9,0,0,0,0,0,0
413,22,0,0,0,0,0,0
583,9,0,1,0,0,0,0
21,44,0,0,0,0,0,0
874,44,0,1,0,0,0,0
126,39,0,0,0,0,0,0
540,9,0,0,0,0,0,0
1207,12,0,3,0,0,0,0
1226,29,0,0,0,0,0,0
1048,40,0,0,0,0,0,0
636,39,0,0,0,0,0,0
1079,40,0,0,0,0,0,0
965,12,0,0,0,0,0,0
194,21,0,1,0,0,0,1
1026,40,0,0,0,0,0,0
953,44,0,1,0,0,0,1
847,17,0,0,0,0,0,0
690,8,0,2,0,0,0,0
174,12,0,1,0,0,0,0
235,29,0,0,0,0,0,0
686,31,0,0,0,0,0,0
165,48,0,0,0,0,0,0
122,42,0,7,0,0,0,1
57,31,0,0,0,0,0,0
358,41,0,0,0,0,0,0
1180,48,0,1,0,0,0,0
17,48,0,0,0,0,0,0
473,42,0,0,0,0,0,0
275,15,0,1,0,0,0,0
322,6,0,0,0,0,0,0
717,31,0,0,0,0,0,0
398,31,0,0,0,0,0,0
536,15,0,2,0,0,0,0
522,42,0,0,0,0,0,0
646,42,0,1,0,0,0,0
1074,45,0,0,0,0,0,0
893,31,0,0,0,0,0,0
531,48,0,0,0,0,0,0
41,48,0,3,0,0,0,0
380,48,0,2,0,0,0,0
1177,45,0,0,0,0,0,0
709,38,0,0,0,0,0,0
1179,41,0,3,0,0,0,0
1051,38,0,0,0,0,0,0
92,45,0,0,0,0,0,0
738,15,0,0,0,0,0,0
311,38,0,0,0,0,0,0
946,45,0,2,0,0,0,0
178,31,0,0,0,0,0,0
1178,48,0,0,0,0,0,0
1089,38,0,0,0,0,0,0
1183,41,0,0,0,0,0,0
102,6,0,0,0,0,0,0
577,38,0,0,0,0,0,0
839,3,0,0,0,0,0,0
55,41,0,0,0,0,0,0
976,3,0,0,0,0,0,0
186,48,0,0,0,0,0,0
210,3,0,0,0,0,0,0
829,15,0,3,0,0,0,0
439,43,0,3,0,0,0,0
117,38,0,0,0,0,0,0
445,42,0,0,0,0,0,0
185,41,0,0,0,0,0,0
151,3,0,1,0,0,0,0
211,3,0,0,0,0,0,0
923,6,0,0,0,0,0,0
290,15,0,1,0,0,0,0
960,48,0,0,0,0,0,0
276,15,0,0,0,0,0,0
803,42,0,1,0,0,0,0
1174,38,0,0,0,0,0,0
634,3,0,1,0,0,0,0
562,41,0,0,0,0,0,0
479,15,0,0,0,0,0,0
215,42,0,0,0,0,0,0
683,42,0,0,0,0,0,0
1185,42,0,0,0,0,0,0
820,45,0,0,0,0,0,0
1129,42,0,2,0,0,0,0
386,45,0,3,0,0,0,0
359,42,0,0,0,0,0,0
787,15,0,0,0,0,0,0
243,43,0,0,0,0,0,0
268,42,0,0,0,0,0,1
982,3,0,0,0,0,0,0
469,42,0,0,0,0,0,0
523,48,0,0,0,0,0,0
177,31,0,1,0,0,0,0
632,45,0,0,0,0,0,0
784,41,0,0,0,0,0,0
56,31,0,0,0,0,0,0
280,41,0,0,0,0,0,0
652,45,0,2,0,0,0,0
281,15,0,0,0,0,0,0
213,45,0,1,0,0,0,0
150,48,0,0,0,0,0,0
208,31,0,0,0,0,0,0
493,48,0,0,0,0,0,1
677,31,0,0,0,0,0,0
147,43,0,0,0,0,0,0
1102,48,0,0,0,0,0,0
785,43,0,0,0,0,0,0
499,45,0,0,0,0,0,0
1231,43,0,0,0,0,0,0
759,41,0,0,0,0,0,0
934,43,0,0,0,0,0,0
927,6,0,0,0,0,0,0
559,15,0,0,0,0,0,0
806,31,0,1,0,0,0,0
1190,15,0,1,0,0,0,0
793,3,0,0,0,0,0,0
915,41,0,1,0,0,0,0
554,31,0,1,0,0,0,0
520,3,0,0,1,0,0,0
206,45,0,0,0,0,0,0
828,31,0,0,0,0,0,0
418,38,0,0,0,0,0,0
532,15,0,0,0,0,0,0
66,15,0,2,0,0,0,0
355,43,0,0,0,0,0,0
550,16,0,0,0,0,0,0
1038,33,0,0,0,0,0,0
252,46,0,0,0,0,0,0
357,33,0,1,0,0,0,0
641,22,0,0,0,0,0,0
112,10,0,0,0,0,0,0
426,47,0,0,0,0,0,0
765,2,0,2,0,0,0,0
419,2,0,0,0,0,0,0
387,47,0,0,0,0,0,0
954,28,0,2,0,0,0,0
654,10,0,0,0,0,0,0
229,33,0,0,0,0,0,0
278,10,0,0,0,0,0,0
270,7,0,0,0,0,0,0
191,34,0,0,0,0,0,0
415,34,0,0,0,0,0,0
730,33,0,0,0,0,0,0
567,47,0,0,0,0,0,0
602,47,0,0,0,0,0,0
324,7,0,0,0,0,0,0
1008,34,0,1,0,0,0,0
957,34,0,3,0,0,0,0
453,46,0,0,0,0,0,1
20,33,0,0,0,0,0,0
45,16,0,1,0,0,0,0
348,2,0,1,0,0,0,0
798,47,0,1,0,0,0,1
958,33,0,0,0,0,0,0
1047,47,0,0,0,0,0,0
442,28,0,0,0,0,0,0
88,7,0,0,0,0,0,0
436,16,0,0,0,0,0,0
414,34,0,0,0,0,0,0
115,16,0,1,0,0,0,0
575,28,0,2,1,0,0,0
118,33,0,1,0,0,0,0
1043,47,0,0,0,0,0,0
579,16,0,4,0,0,0,0
217,28,0,0,0,0,0,0
289,16,0,0,0,0,0,0
71,28,0,0,0,0,0,0
94,10,0,0,0,0,0,0
1040,47,0,0,0,0,0,0
327,33,0,0,0,0,0,0
705,7,0,0,0,0,0,0
196,7,0,0,0,0,0,0
801,46,0,0,0,0,0,0
1222,10,0,1,0,0,0,0
226,28,0,0,0,0,0,0
1155,46,0,2,0,0,0,0
526,10,0,5,0,0,0,0
616,2,0,0,0,0,0,0
1085,47,0,0,0,0,0,0
470,16,0,0,0,0,0,0
239,46,0,0,0,0,0,0
376,47,0,0,0,0,0,0
1083,47,0,0,0,0,0,0
1215,22,0,1,0,0,0,0
201,47,0,1,0,0,0,0
502,33,0,0,0,0,0,2
1196,7,0,0,0,0,0,0
371,34,0,0,0,0,0,0
570,46,0,2,0,0,0,1
870,16,0,0,0,0,0,0
617,10,0,0,0,0,0,0
1199,10,0,0,0,0,0,0
384,16,0,0,0,0,0,0
228,33,0,0,0,0,0,0
777,7,0,2,0,0,0,1
68,34,0,0,0,0,0,0
349,47,0,0,0,0,0,0
212,10,0,0,0,0,0,0
93,28,0,2,0,0,0,0
800,46,0,2,0,0,0,0
733,7,0,1,0,0,0,0
591,10,0,0,0,0,0,0
257,10,0,1,0,0,0,0
1099,47,0,0,0,0,0,0
125,16,0,0,0,0,0,0
618,10,0,1,0,0,0,0
805,46,0,0,0,0,0,0
1181,2,0,1,0,0,0,0
761,8,0,0,0,0,0,0
377,23,0,0,0,0,0,0
671,27,0,0,0,0,0,0
32,23,0,0,0,0,0,0
1227,25,0,0,0,0,0,0
1241,37,0,0,0,0,0,0
104,24,0,0,0,0,0,0
465,37,0,0,0,0,0,0
33,23,0,1,0,0,0,0
1114,27,0,4,0,0,0,2
721,1,0,0,0,0,0,0
412,8,0,0,0,0,0,2
697,27,0,0,0,0,0,0
823,36,0,0,0,0,0,0
2,11,0,0,0,0,0,0
81,37,0,0,0,0,0,0
105,24,0,0,0,0,0,0
29,23,0,1,0,0,0,0
857,26,0,0,0,0,0,0
1126,8,0,0,0,0,0,0
238,27,0,0,0,0,0,0
476,24,0,0,0,0,0,0
23,1,0,0,0,0,0,1
266,24,0,0,0,0,0,0
901,37,0,0,0,0,0,0
511,36,0,3,0,0,0,0
802,11,0,0,0,0,0,0
547,37,0,0,0,0,0,0
524,23,0,1,0,0,0,0
947,27,0,1,0,0,0,0
36,37,0,0,0,0,0,0
42,36,0,4,0,0,0,2
651,25,0,0,0,0,0,0
863,37,0,1,0,0,0,0
1225,23,0,0,0,0,0,0
1064,26,0,0,0,0,0,0
37,23,0,0,0,0,0,0
966,1,0,1,0,0,0,0
973,27,0,1,0,0,0,0
1131,36,0,0,0,0,0,0
940,8,0,3,0,0,0,0
411,11,0,0,0,0,0,0
379,1,0,0,0,0,0,0
865,23,0,0,0,0,0,0
106,26,0,0,0,0,0,0
639,36,0,2,0,0,0,0
716,8,0,0,0,0,0,0
417,11,0,0,0,0,0,0
890,1,0,0,0,0,0,0
561,27,0,0,0,0,0,0
16,37,0,2,0,0,0,0
661,37,0,0,0,0,0,0
669,27,0,0,0,0,0,0
90,36,0,0,0,0,0,0
815,24,0,0,0,0,0,0
1124,8,0,2,0,0,0,0
139,11,0,4,0,0,0,0
1049,24,0,0,0,0,0,0
1005,26,0,0,0,0,0,0
294,24,0,0,0,0,0,0
986,24,0,0,0,0,0,0
1171,25,0,1,0,0,0,0
642,25,0,1,0,0,0,0
1068,37,0,0,0,0,0,0
19,1,0,0,0,0,0,0
643,25,0,0,0,0,0,0
879,37,0,4,0,0,0,0
1075,1,0,0,0,0,0,0
816,1,0,0,0,0,0,0
884,23,0,0,0,0,0,0
859,26,0,0,0,0,0,0
1219,26,0,0,0,0,0,0
247,8,0,0,0,0,0,0
320,11,0,0,0,0,0,0
670,27,0,0,0,0,0,0
40,23,0,3,0,0,0,0
856,26,0,0,0,0,0,0
997,8,0,3,0,0,0,0
845,1,0,0,0,0,0,0
595,11,0,1,0,0,0,0
1116,27,0,0,0,0,0,0
169,27,0,0,0,0,0,0
86,24,0,1,0,0,0,0
726,36,0,0,0,0,0,1
1164,25,0,0,0,0,0,0
141,24,0,1,0,0,0,0
1239,1,0,0,0,0,0,1
1240,25,0,1,0,0,0,0
1147,11,0,1,0,0,0,0
1069,24,0,2,0,0,0,0
1191,8,0,3,0,0,0,0
464,37,0,1,0,0,0,0
43,37,0,0,0,0,0,0
864,36,0,0,0,0,0,0
1066,36,0,0,0,0,0,0
667,27,0,1,0,0,0,0
855,26,0,0,0,0,0,0
38,1,0,5,0,0,0,0
119,1,0,2,0,0,0,0
534,1,0,0,0,0,0,0
28,37,0,0,0,0,0,0
5,26,0,0,0,0,0,0
775,23,0,2,0,0,0,0
1157,11,0,0,0,0,0,0
1217,1,0,0,0,0,0,0
354,27,0,1,0,0,0,0
80,37,0,2,0,0,0,0
488,26,0,0,0,0,0,0
713,11,0,0,0,0,0,0
938,26,0,0,0,0,0,0
